Megalovania
d,0.3
d,0.4
D,0.6
a,1
g#,0.7
g,0.7
f,0.4
d,0.4
f,0.4
g,0.4
c,0.3
c,0.4
D,0.6
a,1
g#,0.7
g,0.7
f,0.4
d,0.4
f,0.4
g,2

Undertale
a#,0.4
F,0.4
D#,0.6
D,0.5
D,0.4
D#,0.6
a#,0.4
D#,0.4
a#,0.4
D,0.4
D,0.4
D#,0.5
a#,0.35
F,0.4
D#,0.3
a#,0.4
D,0.3
D,0.4
D#,0.5
a#,0.3
D#,0.4
G,0.5
F,0.5
D#,0.5
F,0.3
a#,2
